ID,release_date,movie,production_budget,domestic_gross,domestic_gross_x,worldwide_gross,worldwide_gross_x,worldwide (without USA),distributor,mpaa_rating,genre
1927,"Friday, August 25, 2006",Beerfest,17500000,19185184,1.1,20159316,1.2,974132,Warner †Bros.,R,Comedy
2567,"Friday, August 18, 2006",Trust the Man,9.00E+06,1530535,0.2,2548378,0.3,1017843,Fox †Searchlight,R,Comedy
1969,"Friday, August 18, 2006",The Illusionist,16500000,39868642,2.4,83792062,5.1,43923420,Yari †Film †Group †Rel   ,PG-13,Drama
3368,"Friday, August 11, 2006",Conversations with Other Women,450000,379418,0.8,1297745,2.9,918327,Fabrication †Films,R,Comedy
1164,"Friday, August 11, 2006",Zoom,3.50E+07,11989328,0.3,12506188,0.4,516860,Sony †Pictures,PG,Adventure
2988,"Friday, August 11, 2006",Casa de Areia,3750000,539285,0.1,1178175,0.3,638890,Sony †Pictures †Classics,R,Drama
3337,"Friday, August 11, 2006",Half Nelson,7.00E+05,2697938,3.9,4911725,7,2213787,ThinkFilm,R,Drama
2256,"Friday, August 11, 2006",Step Up,1.20E+07,65328121,5.4,110989157,9.2,45661036,Walt †Disney,PG-13,Drama
1674,"Friday, August 11, 2006",Pulse,20500000,20264436,1,30241435,1.5,9976999,Weinstein/Dimension,R,Horror
520,"Wednesday, August 9, 2006",World Trade Center,6.50E+07,70278893,1.1,163295654,2.5,93016761,Paramount †Pictures,PG-13,Drama
2952,"Friday, August 4, 2006",The Night Listener,4.00E+06,7836393,2,10770993,2.7,2934600,Miramax,R,Drama
3372,"Wednesday, August 2, 2006",Quinceanera,4.00E+05,1692693,4.2,2797199,7,1104506,Sony †Pictures †Classics,R,Drama
102,"Friday, July 28, 2006",Miami Vice,1.35E+08,63478838,0.5,163818556,1.2,100339718,Universal,R,Action
867,"Friday, July 28, 2006",The Ant Bully,4.50E+07,28142535,0.6,49610898,1.1,21468363,Warner †Bros.,PG,Adventure
2597,"Wednesday, July 26, 2006",Little Miss Sunshine,8.00E+06,59891098,7.5,100642353,12.6,40751255,Fox †Searchlight,R,Comedy
1321,"Friday, July 21, 2006",My Super Ex-Girlfriend,3.00E+07,22530295,0.8,60772856,2,38242561,20th†Century†Fox,PG-13,Comedy
2830,"Friday, July 21, 2006",Clerks II,5.00E+06,24148068,4.8,27342246,5.5,3194178,MGM,R,Comedy
407,"Friday, July 21, 2006",Monster House,7.50E+07,73661010,1,141267370,1.9,67606360,Sony †Pictures,PG,Adventure
415,"Friday, July 21, 2006",Lady in the Water,7.50E+07,42285169,0.6,72785169,1,30500000,Warner †Bros.,PG-13,Drama
543,"Friday, July 14, 2006",Little Man,6.40E+07,58636047,0.9,101636047,1.6,43000000,Sony †Pictures,PG-13,Comedy
710,"Friday, July 14, 2006","You, Me and Dupree",5.40E+07,75802010,1.4,130402010,2.4,54600000,Universal,PG-13,Comedy
1098,"Friday, June 30, 2006",The Devil Wears Prada,3.50E+07,124740460,3.6,326073155,9.3,201332695,20th†Century†Fox,PG-13,Comedy
3149,"Wednesday, June 28, 2006",Strangers with Candy,2.00E+06,2072645,1,2077844,1,5199,ThinkFilm,R,Comedy
319,"Friday, June 23, 2006",Click,82500000,137355633,1.7,237685089,2.9,100329456,Sony †Pictures,PG-13,Comedy
3167,"Friday, June 23, 2006",Say Uncle,2.00E+06,5361,0,5361,0,0,TLA †Releasing,R,Comedy
620,"Friday, June 16, 2006",Garfield: A Tail of Two Kitties,6.00E+07,28426747,0.5,147985373,2.5,119558626,20th†Century†Fox,PG,Adventure
1209,"Friday, June 16, 2006",Nacho Libre,3.20E+07,80197993,2.5,99296462,3.1,19098469,Paramount †Pictures,PG,Comedy
958,"Friday, June 16, 2006",The Lake House,4.00E+07,52330111,1.3,114830111,2.9,62500000,Warner †Bros.,PG,Drama
2433,"Friday, June 9, 2006",A Prairie Home Companion,1.00E+07,20342852,2,26716191,2.7,6373339,Picturehouse,PG-13,Comedy
442,"Friday, June 9, 2006",Cars,7.00E+07,244082982,3.5,461651246,6.6,217568264,Walt †Disney,G,Adventure
2116,"Friday, June 2, 2006",Banlieue 13,1.50E+07,1200216,0.1,11599903,0.8,10399687,Magnolia †Pictures,R,Action
2488,"Friday, June 2, 2006",Peaceful Warrior,1.00E+07,2893666,0.3,3260179,0.3,366513,Universal,PG-13,Drama
2614,"Friday, May 19, 2006",See No Evil,8.00E+06,15032800,1.9,18828036,2.4,3795236,Lionsgate,R,Horror
333,"Friday, May 19, 2006",Over the Hedge,8.00E+07,155019340,1.9,343397247,4.3,188377907,Paramount †Pictures,PG,Adventure
2870,"Friday, May 12, 2006",Keeping Up with the Steins,5.00E+06,4339241,0.9,4414753,0.9,75512,Miramax,PG-13,Comedy
1201,"Friday, May 12, 2006",Goal! The Dream Begins,3.30E+07,4283255,0.1,27610873,0.8,23327618,Walt †Disney,PG,Drama
29,"Friday, May 12, 2006",Poseidon,1.60E+08,60674817,0.4,181674817,1.1,121000000,Warner †Bros.,PG-13,Adventure
2155,"Friday, May 5, 2006",An American Haunting,1.40E+07,16298046,1.2,30443277,2.2,14145231,Freestyle †Releasing,PG-13,Horror
2101,"Friday, May 5, 2006",Hoot,1.50E+07,8117637,0.5,8224998,0.5,107361,New †Line,PG,Adventure
59,"Friday, May 5, 2006",Mission: Impossible III,1.50E+08,133501348,0.9,397501348,2.7,264000000,Paramount †Pictures,PG-13,Action
1354,"Friday, May 5, 2006",Wu ji,3.00E+07,669625,0,35869934,1.2,35200309,Warner †Independent,PG-13,Action
3050,"Friday, April 28, 2006",Water,3.00E+06,5529144,1.8,11322573,3.8,5793429,Fox †Searchlight,PG-13,Drama
2608,"Friday, April 28, 2006",Akeelah and the Bee,8.00E+06,18848430,2.4,18959424,2.4,110994,Lionsgate,PG,Drama
2532,"Friday, April 28, 2006",The Lost City,9600000,2484186,0.3,5256839,0.5,2772653,Magnolia †Pictures,R,Drama
676,"Friday, April 28, 2006",R.V.,5.50E+07,71724497,1.3,87473024,1.6,15748527,Sony †Pictures,PG,Adventure
1878,"Friday, April 28, 2006",United 93,1.80E+07,31567134,1.8,77635035,4.3,46067901,Universal,R,Drama
1733,"Friday, April 28, 2006",Stick It,2.00E+07,26910736,1.3,30399714,1.5,3488978,Walt †Disney,PG-13,Comedy
3306,"Friday, April 21, 2006",In Her Line of Fire,1.00E+06,884,0,884,0,0,Regent †Releasing,R,Action
767,"Friday, April 21, 2006",Silent Hill,5.00E+07,46982632,0.9,94704227,1.9,47721595,Sony †Pictures,R,Horror
3312,"Friday, April 14, 2006",Hard Candy,950000,1024640,1.1,8267066,8.7,7242426,Lionsgate,R,Horror
368,"Friday, April 14, 2006",The Wild,8.00E+07,37384046,0.5,99010667,1.2,61626621,Walt †Disney,G,Adventure
930,"Friday, April 14, 2006",Scary Movie 4,4.00E+07,90710620,2.3,178710620,4.5,88000000,Weinstein/Dimension,PG-13,Comedy
1309,"Friday, April 7, 2006",Take the Lead,3.00E+07,34742066,1.2,65390493,2.2,30648427,New †Line,PG-13,Drama
1112,"Friday, April 7, 2006",The Benchwarmers,3.50E+07,59843754,1.7,65063726,1.9,5219972,Sony †Pictures,PG-13,Comedy
2730,"Friday, April 7, 2006",Friends with Money,6500000,13368437,2.1,18110152,2.8,4741715,Sony †Pictures †Classics,R,Comedy
395,"Friday, March 31, 2006",Ice Age: The Meltdown,7.50E+07,195330621,2.6,651899282,8.7,456568661,20th†Century†Fox,PG,Adventure
3366,"Friday, March 31, 2006",Brick,450000,2075743,4.6,4243996,9.4,2168253,Focus/Rogue †Pictures,R,Drama
2015,"Friday, March 31, 2006",Slither,15250000,7802450,0.5,12930343,0.8,5127893,Universal,R,Horror
1951,"Friday, March 31, 2006",ATL,1.70E+07,21170563,1.2,21170563,1.2,0,Warner †Bros.,PG-13,Comedy
3360,"Friday, March 24, 2006",Lonesome Jim,5.00E+05,154187,0.3,602789,1.2,448602,IFC †Films,R,Comedy
1740,"Friday, March 24, 2006",Stay Alive,2.00E+07,23086480,1.2,23187506,1.2,101026,Walt †Disney,PG-13,Horror
2223,"Friday, March 17, 2006",Find Me Guilty,1.30E+07,1173673,0.1,2898225,0.2,1724552,Freestyle †Releasing,R,Drama
3224,"Friday, March 17, 2006",Fetching Cody,1500000,0,0,0,0,0,NA,NA,Drama
3074,"Friday, March 17, 2006",Sommersturm,3.00E+06,95204,0,95204,0,0,Regent †Releasing,R,Drama
753,"Friday, March 17, 2006",V for Vendetta,5.00E+07,70511035,1.4,130214162,2.6,59703127,Warner †Bros.,R,Action
1943,"Friday, March 10, 2006",The Hills Have Eyes,1.70E+07,41778863,2.5,70355813,4.1,28576950,Fox †Searchlight,R,Horror
587,"Friday, March 10, 2006",The Shaggy Dog,6.00E+07,61123569,1,87123569,1.5,26000000,Walt †Disney,PG,Comedy
2276,"Friday, March 3, 2006",Aquamarine,1.20E+07,18597342,1.5,22978953,1.9,4381611,20th†Century†Fox,PG,Comedy
1326,"Friday, March 3, 2006",Ultraviolet,3.00E+07,18522064,0.6,30962112,1,12440048,Sony †Pictures,PG-13,Action
1652,"Friday, March 3, 2006",Joyeux No√´l,2.20E+07,1054361,0,23134075,1.1,22079714,Sony †Pictures †Classics,PG-13,Drama
865,"Friday, March 3, 2006",16 Blocks,4.50E+07,36895141,0.8,65595141,1.5,28700000,Warner †Bros.,PG-13,Action
2391,"Friday, February 24, 2006",Madea's Family Reunion,1.00E+07,63257940,6.3,63320521,6.3,62581,Lionsgate,PG-13,Comedy
3061,"Friday, February 24, 2006",Tsotsi,3.00E+06,2912606,1,11537539,3.8,8624933,Miramax,R,Drama
1957,"Friday, February 24, 2006",Running Scared,1.70E+07,6855137,0.4,9729088,0.6,2873951,New †Line,R,Action
1793,"Friday, February 24, 2006",Doogal,2.00E+07,7578946,0.4,28058652,1.4,20479706,Weinstein †Co.,G,Adventure
1703,"Friday, February 17, 2006",Date Movie,2.00E+07,48548426,2.4,85146165,4.3,36597739,20th†Century†Fox,PG-13,Comedy
3010,"Friday, February 17, 2006",Winter Passing,3500000,107492,0,113783,0,6291,Focus †Features,R,Drama
936,"Friday, February 17, 2006",Eight Below,4.00E+07,81612565,2,120455994,3,38843429,Walt †Disney,PG,Adventure
3165,"Friday, February 10, 2006",London,2.00E+06,12667,0,12667,0,0,IDP/Goldwyn/Roadside,R,Drama
1471,"Friday, February 10, 2006",Final Destination 3,2.50E+07,54098051,2.2,112798051,4.5,58700000,New †Line,R,Horror
352,"Friday, February 10, 2006",The Pink Panther,8.00E+07,82226474,1,158926474,2,76700000,Sony †Pictures,PG,Adventure
758,"Friday, February 10, 2006",Curious George,5.00E+07,58640119,1.2,71052604,1.4,12412485,Universal,G,Adventure
2042,"Friday, February 3, 2006",When a Stranger Calls,1.50E+07,47860214,3.2,67215435,4.5,19355221,Sony †Pictures,PG-13,Horror
944,"Friday, January 27, 2006",Big Momma's House 2,4.00E+07,70165972,1.8,137047376,3.4,66881404,20th†Century†Fox,PG-13,Comedy
3194,"Friday, January 27, 2006",Bubble,1600000,145382,0.1,145382,0.1,0,Magnolia †Pictures,R,Drama
1478,"Friday, January 27, 2006",Nanny McPhee,2.50E+07,47279279,1.9,128745578,5.1,81466299,Universal,PG,Adventure
2452,"Friday, January 20, 2006",End of the Spear,1.00E+07,11748661,1.2,11924041,1.2,175380,M †Power †Releasing,PG-13,Drama
854,"Friday, January 20, 2006",Underworld: Evolution,4.50E+07,62318875,1.4,113417762,2.5,51098887,Sony †Pictures,R,Action
3269,"Friday, January 20, 2006",Transamerica,1.00E+06,9015303,9,16553163,16.6,7537860,Weinstein †Co.,R,Drama
864,"Friday, January 13, 2006",Last Holiday,4.50E+07,38399961,0.9,43343247,1,4943286,Paramount †Pictures,PG-13,Comedy
1294,"Friday, January 13, 2006",Glory Road,3.00E+07,42647449,1.4,42799060,1.4,151611,Walt †Disney,PG,Drama
1924,"Friday, January 13, 2006",Hoodwinked,17500000,51386611,2.9,109843390,6.3,58456779,Weinstein †Co.,PG,Adventure
2866,"Friday, January 6, 2006",Grandma 's Boy,5.00E+06,6090172,1.2,6590172,1.3,500000,20th†Century†Fox,R,Comedy
2897,"Friday, January 6, 2006",Hostel,4800000,47326473,9.9,82241110,17.1,34914637,Lionsgate,R,Horror
1562,"Friday, January 6, 2006",BloodRayne,2.50E+07,2405420,0.1,3605420,0.1,1200000,Romar,R,Action
2315,"Friday, January 6, 2006",Fateless,1.20E+07,196857,0,196857,0,0,ThinkFilm,R,Drama
1337,"Sunday, December 25, 2005",The New World,3.00E+07,12712093,0.4,26184400,0.9,13472307,New †Line,PG-13,Adventure
468,"Sunday, December 25, 2005",Rumor Has It,7.00E+07,42996140,0.6,88933562,1.3,45937422,Warner †Bros.,PG-13,Comedy
3251,"Sunday, December 25, 2005",Wolf Creek,1100000,16186348,14.7,29005064,26.4,12818716,Weinstein †Co.,R,Horror
2623,"Friday, December 23, 2005",Cach√©,8.00E+06,3647381,0.5,19891331,2.5,16243950,Sony †Pictures †Classics,R,Drama
411,"Friday, December 23, 2005",Munich,7.50E+07,47379090,0.6,131492772,1.8,84113682,Universal,R,Drama
576,"Wednesday, December 21, 2005",Cheaper by the Dozen 2,6.00E+07,82571173,1.4,135015330,2.3,52444157,20th†Century†Fox,PG,Adventure
86,"Wednesday, December 21, 2005",Fun With Dick And Jane,1.40E+08,110550000,0.8,203018919,1.5,92468919,Sony †Pictures,PG-13,Comedy
2007,"Wednesday, December 21, 2005",The White Countess,1.60E+07,1669971,0.1,2814566,0.2,1144595,Sony †Pictures †Classics,PG-13,Drama
1866,"Friday, December 16, 2005",The Family Stone,1.80E+07,60062868,3.3,92357499,5.1,32294631,20th†Century†Fox,PG-13,Comedy
2174,"Friday, December 9, 2005",Brokeback Mountain,13900000,83043761,6,177012173,12.7,93968412,Focus †Features,R,Drama
303,"Friday, December 9, 2005",Memoirs of a Geisha,8.50E+07,57010853,0.7,161510853,1.9,104500000,Sony †Pictures,PG-13,Drama
1778,"Friday, December 9, 2005",Mrs. Henderson Presents,2.00E+07,11036366,0.6,27836366,1.4,16800000,Weinstein †Co.,R,Comedy
1557,"Wednesday, December 7, 2005",The World's Fastest Indian,2.50E+07,5128124,0.2,18991288,0.8,13863164,Magnolia †Pictures,PG-13,Drama
698,"Friday, December 2, 2005",Aeon Flux,5.50E+07,25857987,0.5,53913573,1,28055586,Paramount †Pictures,PG-13,Action
859,"Wednesday, November 23, 2005","Yours, Mine and Ours",4.50E+07,53359917,1.2,72359917,1.6,19000000,Paramount †Pictures,PG,Comedy
1650,"Wednesday, November 23, 2005",The Libertine,2.20E+07,4835065,0.2,9448623,0.4,4613558,Weinstein †Co.,R,Drama
1363,"Friday, November 18, 2005",Walk the Line,2.90E+07,119519402,4.1,187707495,6.5,68188093,20th†Century†Fox,PG-13,Drama
41,"Friday, November 18, 2005",Harry Potter and the Goblet of Fire,1.50E+08,290013036,1.9,896911078,6,606898042,Warner †Bros.,PG-13,Adventure
1393,"Friday, November 11, 2005",Pride & Prejudice,2.80E+07,38372662,1.4,126549607,4.5,88176945,Focus †Features,PG,Drama
533,"Friday, November 11, 2005",Zathura,6.50E+07,28045540,0.4,58545540,0.9,30500000,Sony †Pictures,PG,Adventure
1626,"Friday, November 11, 2005",Derailed,2.20E+07,36020063,1.6,57520063,2.6,21500000,Weinstein †Co.,R,Action
987,"Wednesday, November 9, 2005",Get Rich or Die Tryin',4.00E+07,30981850,0.8,46666955,1.2,15685105,Paramount †Pictures,R,Drama
3196,"Friday, November 4, 2005",I Love Your Work,1600000,3264,0,3264,0,0,ThinkFilm,R,Comedy
436,"Friday, November 4, 2005",Jarhead,7.20E+07,62647540,0.9,96947540,1.3,34300000,Universal,R,Drama
560,"Friday, November 4, 2005",Chicken Little,6.00E+07,135386665,2.3,310043823,5.2,174657158,Walt †Disney,G,Adventure
2814,"Friday, October 28, 2005",Saw II,5.00E+06,87025093,17.4,152925093,30.6,65900000,Lionsgate,R,Horror
1773,"Friday, October 28, 2005",The Weather Man,2.00E+07,12482775,0.6,15466961,0.8,2984186,Paramount †Pictures,R,Drama
362,"Friday, October 28, 2005",The Legend of Zorro,8.00E+07,45575336,0.6,141475336,1.8,95900000,Sony †Pictures,PG,Adventure
1218,"Friday, October 21, 2005",Dreamer: Inspired by a True Story,3.20E+07,33022286,1,39498360,1.2,6476074,Dreamworks †SKG,PG,Drama
3363,"Friday, October 21, 2005",The Californians,5.00E+05,4134,0,4134,0,0,Fabrication †Films,PG,Drama
475,"Friday, October 21, 2005",Doom,7.00E+07,28212337,0.4,54612337,0.8,26400000,Universal,R,Horror
2648,"Friday, October 21, 2005",Shopgirl,7500000,10284523,1.4,11758418,1.6,1473895,Walt †Disney,R,Drama
1327,"Friday, October 21, 2005",North Country,3.00E+07,18324242,0.6,23676771,0.8,5352529,Warner †Bros.,R,Drama
2107,"Friday, October 21, 2005","Kiss Kiss, Bang Bang",1.50E+07,4235837,0.3,16829464,1.1,12593627,Warner †Bros.,R,Comedy
800,"Friday, October 14, 2005",Domino,5.00E+07,10169202,0.2,22969202,0.5,12800000,New †Line,R,Action
713,"Friday, October 14, 2005",Elizabethtown,5.40E+07,26850426,0.5,50719373,0.9,23868947,Paramount †Pictures,PG-13,Drama
3377,"Thursday, October 13, 2005",The Dark Hours,4.00E+05,423,0,423,0,0,Freestyle †Releasing,R,Horror
3250,"Friday, October 7, 2005",Waiting...,1125000,16124543,14.3,18673274,16.6,2548731,Lionsgate,R,Comedy
1741,"Friday, October 7, 2005",2 For the Money,2.00E+07,22991379,1.1,30491379,1.5,7500000,Universal,R,Drama
2670,"Friday, October 7, 2005","Good Night, and Good Luck",7.00E+06,31501218,4.5,56586901,8.1,25085683,Warner †Independent,PG,Drama
3202,"Wednesday, October 5, 2005",The Squid and the Whale,1500000,7372734,4.9,11191423,7.5,3818689,IDP/Goldwyn/Roadside,R,Drama
3079,"Friday, September 30, 2005",My Big Fat Independent Movie,3.00E+06,4655,0,4655,0,0,Big †Fat †Movies,R,Comedy
2964,"Friday, September 30, 2005",MirrorMask,4.00E+06,864959,0.2,973613,0.2,108654,Samuel †Goldwyn †Films,PG,Drama
794,"Friday, September 30, 2005",Into the Blue,5.00E+07,18782227,0.4,41982227,0.8,23200000,Sony †Pictures,PG-13,Adventure
2671,"Friday, September 30, 2005",Capote,7.00E+06,28750530,4.1,49924079,7.1,21173549,Sony †Pictures †Classics,R,Drama
1037,"Friday, September 30, 2005",Serenity,3.90E+07,25514517,0.7,40319440,1,14804923,Universal,PG-13,Action
1530,"Friday, September 30, 2005",The Greatest Game Ever Played,2.50E+07,15331289,0.6,15468266,0.6,136977,Walt †Disney,PG,Drama
2309,"Friday, September 30, 2005",Duma,1.20E+07,870067,0.1,994790,0.1,124723,Warner †Bros.,PG,Adventure
3221,"Wednesday, September 28, 2005",Forty Shades of Blue,1500000,75828,0.1,172569,0.1,96741,Vitagraph †Films,R,Drama
3309,"Friday, September 23, 2005",Proud,1.00E+06,0,0,0,0,0,Castle †Hill †Product   ,PG,Drama
2439,"Friday, September 23, 2005",Roll Bounce,1.00E+07,17380866,1.7,17433072,1.7,52206,Fox †Searchlight,PG-13,Comedy
1219,"Friday, September 23, 2005",A History of Violence,3.20E+07,31493782,1,61477797,1.9,29984015,New †Line,R,Drama
541,"Friday, September 23, 2005",Oliver Twist,6.50E+07,2070920,0,26670920,0.4,24600000,Sony/TriStar,PG-13,Drama
1278,"Friday, September 23, 2005",Corpse Bride,3.00E+07,53359111,1.8,114770654,3.8,61411543,Warner †Bros.,PG,Adventure
907,"Friday, September 16, 2005",Lord of War,4.20E+07,24149632,0.6,60437727,1.4,36288095,Lionsgate,R,Action
1794,"Friday, September 16, 2005",Proof,2.00E+07,7535331,0.4,8284331,0.4,749000,Miramax,PG-13,Drama
2962,"Friday, September 16, 2005",Thumbsucker,4.00E+06,1328679,0.3,1919197,0.5,590518,Sony †Pictures †Classics,R,Comedy
1344,"Friday, September 9, 2005",An Unfinished Life,3.00E+07,8535575,0.3,18535575,0.6,10000000,Miramax,PG-13,Drama
1788,"Friday, September 9, 2005",The Man,2.00E+07,8330720,0.4,10393696,0.5,2062976,New †Line,PG-13,Comedy
1863,"Friday, September 9, 2005",The Exorcism of Emily Rose,1.80E+07,75072454,4.2,144529078,8,69456624,Sony †Pictures,PG-13,Horror
1215,"Friday, September 2, 2005",The Transporter 2,3.20E+07,43095856,1.3,88978458,2.8,45882602,20th†Century†Fox,PG-13,Action
380,"Friday, September 2, 2005",A Sound of Thunder,8.00E+07,1900451,0,6300451,0.1,4400000,Warner †Bros.,PG-13,Action
1448,"Wednesday, August 31, 2005",The Constant Gardener,25500000,33579798,1.3,86301599,3.4,52721801,Focus †Features,R,Drama
366,"Friday, August 26, 2005",The Brothers Grimm,8.00E+07,37899638,0.5,105299638,1.3,67400000,Miramax/Dimension,PG-13,Adventure
1335,"Friday, August 26, 2005",The Cave,3.00E+07,15007991,0.5,27147991,0.9,12140000,Sony †Pictures,PG-13,Horror
1426,"Friday, August 19, 2005",The 40 Year-old Virgin,2.60E+07,109449237,4.2,177344230,6.8,67894993,Universal,R,Comedy
1153,"Friday, August 19, 2005",Valiant,3.50E+07,19478106,0.6,64188387,1.8,44710281,Walt †Disney,G,Adventure
1352,"Wednesday, August 17, 2005",Supercross,3.00E+07,3102550,0.1,3252550,0.1,150000,20th†Century†Fox,PG-13,Action
633,"Friday, August 12, 2005",The Great Raid,6.00E+07,10166502,0.2,10597070,0.2,430568,Miramax,R,Action
1263,"Friday, August 12, 2005",Four Brothers,3.00E+07,74494381,2.5,92494381,3.1,18000000,Paramount †Pictures,R,Drama
1631,"Friday, August 12, 2005",Deuce Bigalow: European Gigolo,2.20E+07,22400154,1,45273464,2.1,22873310,Sony †Pictures,R,Comedy
964,"Friday, August 12, 2005",The Skeleton Key,4.00E+07,47907715,1.2,92256918,2.3,44349203,Universal,PG-13,Horror
2723,"Friday, August 5, 2005",The Chumscrubber,6800000,49526,0,49526,0,0,Picturehouse,R,Drama
2808,"Friday, August 5, 2005",Saint Ralph,5200000,795126,0.2,1695126,0.3,900000,Samuel †Goldwyn †Films,PG-13,Comedy
714,"Friday, August 5, 2005",The Dukes of Hazzard,5.30E+07,80270227,1.5,109848461,2.1,29578234,Warner †Bros.,PG-13,Comedy
3276,"Wednesday, August 3, 2005",Junebug,1.00E+06,2678010,2.7,3553253,3.6,875243,Sony †Pictures †Classics,R,Drama
92,"Friday, July 29, 2005",Stealth,1.38E+08,32116746,0.2,76416746,0.6,44300000,Sony †Pictures,PG-13,Action
1109,"Friday, July 29, 2005",Sky High,3.50E+07,63939454,1.8,83109359,2.4,19169905,Walt †Disney,PG,Adventure
148,"Friday, July 22, 2005",The Island,1.20E+08,35818913,0.3,163018913,1.4,127200000,Dreamworks †SKG,PG-13,Action
2679,"Friday, July 22, 2005",The Devil's Rejects,7.00E+06,17044981,2.4,20940428,3,3895447,Lionsgate,R,Horror
3086,"Friday, July 22, 2005",Hustle & Flow,2800000,22202809,7.9,23591783,8.4,1388974,Paramount †Vantage,R,Drama
3401,"Friday, July 22, 2005",November,250000,191862,0.8,191862,0.8,0,Sony †Pictures †Classics,R,Drama
3389,"Friday, July 15, 2005",First Morning,3.00E+05,87264,0.3,87264,0.3,0,Illuminare,PG-13,Drama
916,"Friday, July 15, 2005",Wedding Crashers,4.00E+07,209218368,5.2,283218368,7.1,74000000,New †Line,R,Comedy
45,"Friday, July 15, 2005",Charlie and the Chocolate Factory,1.50E+08,206459076,1.4,475825484,3.2,269366408,Warner †Bros.,PG,Adventure
286,"Friday, July 8, 2005",Fantastic Four,87500000,154696080,1.8,333132750,3.8,178436670,20th†Century†Fox,PG-13,Action
878,"Friday, July 1, 2005",Rebound,4.50E+07,16809014,0.4,17492014,0.4,683000,20th†Century†Fox,PG,Comedy
3334,"Friday, July 1, 2005",Undead,750000,41196,0.1,229250,0.3,188054,Lionsgate,R,Horror
103,"Wednesday, June 29, 2005",War of the Worlds,1.32E+08,234280354,1.8,606836535,4.6,372556181,Paramount †Pictures,PG-13,Action
358,"Friday, June 24, 2005",Bewitched,8.00E+07,63313159,0.8,131159306,1.6,67846147,Sony †Pictures,PG-13,Comedy
3192,"Friday, June 24, 2005",Yes,1700000,396035,0.2,661221,0.4,265186,Sony †Pictures †Classics,R,Drama
1852,"Friday, June 24, 2005",George A. Romero's Land of the Dead,18975000,20700082,1.1,47751015,2.5,27050933,Universal,R,Horror
755,"Wednesday, June 22, 2005",Herbie: Fully Loaded,5.00E+07,66010682,1.3,144110682,2.9,78100000,Walt †Disney,G,Adventure
3191,"Friday, June 17, 2005",My Summer of Love,1700000,1000915,0.6,4727375,2.8,3726460,Focus †Features,R,Drama
3141,"Friday, June 17, 2005",Me and You and Everyone We Know,2.00E+06,3885134,1.9,9615464,4.8,5730330,IFC †Films,R,Drama
48,"Wednesday, June 15, 2005",Batman Begins,1.50E+08,205343774,1.4,359142722,2.4,153798948,Warner †Bros.,PG-13,Action
160,"Friday, June 10, 2005",Mr. and Mrs. Smith,1.10E+08,186336279,1.7,486124090,4.4,299787811,20th†Century†Fox,PG-13,Action
1590,"Friday, June 10, 2005",The Bridge of San Luis Rey,2.40E+07,49981,0,1696765,0.1,1646784,Fine †Line,PG,Drama
3083,"Friday, June 10, 2005",High Tension,2850000,3681066,1.3,6435262,2.3,2754196,Lionsgate,R,Horror
1418,"Friday, June 10, 2005",The Honeymooners,2.70E+07,12834849,0.5,13174426,0.5,339577,Paramount †Pictures,PG-13,Comedy
1587,"Friday, June 10, 2005",Hauru no ugoku shiro,2.40E+07,4710455,0.2,237814327,9.9,233103872,Walt †Disney,PG,Adventure
1545,"Friday, June 3, 2005",The Lords of Dogtown,2.50E+07,11273517,0.5,13424365,0.5,2150848,Sony/TriStar,PG-13,Action
284,"Friday, June 3, 2005",Cinderella Man,8.80E+07,61649911,0.7,105021488,1.2,43371577,Universal,PG-13,Drama
396,"Friday, May 27, 2005",Madagascar,7.50E+07,193595521,2.6,556559566,7.4,362964045,Dreamworks †SKG,PG,Adventure
323,"Friday, May 27, 2005",The Longest Yard,8.20E+07,158119460,1.9,191558505,2.3,33439045,Paramount †Pictures,PG-13,Comedy
3105,"Friday, May 27, 2005",Saving Face,2500000,1187266,0.5,1269705,0.5,82439,Sony †Pictures †Classics,R,Comedy
895,"Friday, May 13, 2005",Danny the Dog,4.30E+07,24537621,0.6,49037621,1.1,24500000,Focus/Rogue †Pictures,R,Action
847,"Friday, May 13, 2005",Monster-in-Law,4.50E+07,82931301,1.8,155931301,3.5,73000000,New †Line,PG-13,Comedy
178,"Friday, May 6, 2005",Kingdom of Heaven,1.10E+08,47398413,0.4,218853353,2,171454940,20th†Century†Fox,R,Adventure
3392,"Friday, May 6, 2005",Fighting Tommy Riley,3.00E+05,10514,0,10514,0,0,Freestyle †Releasing,R,Drama
1136,"Friday, May 6, 2005",House of Wax,3.50E+07,32064800,0.9,70064800,2,38000000,Warner †Bros.,R,Horror
3227,"Friday, April 29, 2005",The Holy Girl,1400000,304124,0.2,1261792,0.9,957668,Fine †Line,R,Drama
621,"Friday, April 29, 2005",XXX: State of the Union,6.00E+07,26873932,0.4,71073932,1.2,44200000,Sony †Pictures,PG-13,Action
1822,"Friday, April 22, 2005",The Game of Their Lives,2.00E+07,375474,0,375474,0,0,IFC †Films,PG,Drama
2013,"Friday, April 22, 2005",Madison,15500000,517262,0,517262,0,0,MGM,PG,Drama
1559,"Friday, April 22, 2005",King's Ransom,2.50E+07,4008527,0.2,4049527,0.2,41000,New †Line,PG-13,Comedy
1515,"Friday, April 22, 2005",A Lot Like Love,2.50E+07,21835784,0.9,41921590,1.7,20085806,Walt †Disney,PG-13,Comedy
